Date,Open,High,Low,Close,Adj Close,Volume
2019-12-30,48.660000,48.939999,48.320000,48.619999,43.648869,8700
2020-01-06,48.139999,48.650002,47.840000,47.900002,43.002487,5300
2020-01-13,48.200001,49.599998,48.200001,49.599998,44.528667,3100
2020-01-20,49.830002,50.060001,49.439999,50.060001,44.941639,4000
2020-01-27,49.580002,50.299999,49.580002,49.759998,44.672310,3000
2020-02-03,50.570000,50.970001,50.330002,50.669998,45.489265,2600
2020-02-10,50.810001,51.410000,50.810001,51.340000,46.090763,3900
2020-02-17,51.660000,51.910000,51.509998,51.799999,46.503731,3000
2020-02-24,51.090000,51.090000,46.029999,46.419998,41.673805,12600
2020-03-02,46.330002,49.610001,46.330002,48.119999,43.199993,9600
2020-03-09,46.270000,46.639999,38.410000,40.290001,36.170570,17200
2020-03-16,36.860001,38.470001,34.560001,34.560001,31.026428,14600
2020-03-23,34.799999,39.970001,33.520000,39.240002,35.227924,10900
2020-03-30,39.730000,40.509998,37.650002,37.919998,34.042885,8700
2020-04-06,39.580002,43.970001,39.580002,43.360001,38.926678,6600
2020-04-13,42.480000,43.680000,42.299999,42.529999,38.181541,4100
2020-04-20,42.770000,43.139999,41.299999,42.669998,38.307220,3900
2020-04-27,42.840000,44.360001,41.619999,41.619999,37.364582,3700
2020-05-04,41.389999,42.709999,41.389999,42.619999,38.262333,3800
2020-05-11,42.470001,42.639999,41.000000,41.430000,37.194008,4600
2020-05-18,42.220001,43.060001,42.220001,42.349998,38.019939,2700
2020-05-25,43.259998,44.509998,43.060001,44.509998,39.959091,2300
2020-06-01,45.020000,46.000000,44.790001,45.759998,41.081287,3500
2020-06-08,46.779999,46.779999,43.560001,43.939999,39.447372,8000
2020-06-15,43.220001,44.900002,43.180000,43.180000,38.765083,6000
2020-06-22,43.180000,43.779999,41.660000,41.660000,37.400490,3900
2020-06-29,42.320000,43.299999,42.220001,43.230000,38.809967,2000
2020-07-06,43.380001,43.759998,42.330002,43.340000,38.908722,4300
2020-07-13,43.349998,45.080002,43.349998,45.080002,40.470818,2400
2020-07-20,44.779999,45.400002,44.480000,44.830002,40.246380,1600
2020-07-27,44.750000,45.150002,44.230000,44.369999,39.833408,3100
2020-08-03,44.369999,45.040001,44.279999,45.040001,40.434902,3200
2020-08-10,44.900002,45.610001,44.770000,45.220001,40.596500,4900
2020-08-17,45.169998,45.169998,44.029999,44.029999,39.528168,3100
2020-08-24,44.529999,44.639999,44.099998,44.630001,40.066826,2400
2020-08-31,44.830002,45.070000,44.040001,44.380001,39.842384,4400
2020-09-07,43.509998,44.500000,43.439999,43.990002,39.492260,2600
2020-09-14,44.459999,45.230000,44.200001,44.200001,39.680790,4200
2020-09-21,43.490002,44.090000,43.299999,43.980000,39.483284,2400
2020-09-28,44.150002,45.240002,44.009998,45.240002,40.614452,19900
2020-10-05,45.180000,46.709999,45.180000,46.709999,41.934155,5300
2020-10-12,46.310001,46.959999,46.290001,46.790001,42.005978,2000
2020-10-19,46.790001,47.340000,46.790001,47.270000,42.436897,4800
2020-10-26,47.090000,47.090000,45.000000,45.209999,40.587524,5600
2020-11-02,45.610001,47.389999,45.610001,47.080002,42.266327,10300
2020-11-09,48.369999,48.869999,47.860001,48.630001,43.657848,5500
2020-11-16,48.740002,49.130001,48.380001,48.560001,43.595001,4100
2020-11-23,48.619999,49.450001,48.619999,49.290001,44.250366,2500
2020-11-30,48.320000,48.830002,48.099998,48.590000,43.621937,16300
2020-12-07,48.560001,48.849998,48.200001,48.849998,43.855350,7300
2020-12-14,49.500000,50.419998,48.750000,50.020000,44.905727,11200
2020-12-21,48.349998,48.730000,46.279999,48.410000,43.460342,15700
2020-12-28,49.150002,49.240002,48.689999,49.189999,45.149883,8300
2021-01-04,50.320000,50.459999,48.750000,50.000000,45.893353,15500
2021-01-11,49.639999,49.970001,49.130001,49.500000,45.434418,9400
2021-01-18,49.630001,50.000000,49.400002,49.790001,45.700600,5100
2021-01-25,49.220001,50.349998,48.270000,48.450001,44.470661,10200
2021-02-01,48.709999,50.150002,48.439999,50.110001,45.994320,9500
2021-02-08,50.720001,51.130001,50.330002,50.639999,46.480785,7700
2021-02-15,50.779999,50.959999,49.900002,49.900002,45.801567,29300
2021-02-22,49.779999,49.779999,47.630001,47.630001,43.718006,12900
2021-03-01,48.230000,48.939999,47.980000,48.560001,44.571625,9000
2021-03-08,48.860001,51.349998,48.860001,51.310001,47.095764,17100
2021-03-15,51.689999,52.849998,51.639999,52.119999,47.839230,21500
2021-03-22,52.349998,52.680000,51.500000,52.680000,48.353237,12500
2021-03-29,52.680000,53.000000,52.020000,52.509998,48.197193,12500
2021-04-05,52.700001,53.840000,52.660000,53.250000,48.876419,22700
2021-04-12,53.169998,53.799999,53.000000,53.689999,49.280285,14900
2021-04-19,53.910000,53.910000,53.000000,53.349998,48.968208,15600
2021-04-26,53.700001,53.869999,53.029999,53.509998,49.115067,27000
2021-05-03,53.930000,55.330002,53.770000,55.189999,50.657078,25200
2021-05-10,55.490002,55.509998,53.150002,54.680000,50.188969,32900
2021-05-17,54.750000,54.860001,53.830002,54.650002,50.161434,14700
2021-05-24,54.910000,54.970001,54.169998,54.459999,49.987038,11700
2021-05-31,54.689999,55.020000,54.049999,55.000000,50.482689,17700
2021-06-07,55.200001,55.700001,54.820000,55.650002,51.079300,18500
2021-06-14,55.549999,55.930000,53.150002,53.150002,48.784634,24300
2021-06-21,53.430000,53.560001,52.799999,53.310001,48.931496,12600
2021-06-28,53.209999,53.320000,52.150002,53.139999,48.775455,34200
2021-07-05,53.119999,53.119999,52.180000,52.770000,48.435844,12800
2021-07-12,52.820000,52.820000,52.040001,52.580002,48.261452,24900
2021-07-19,52.389999,52.389999,51.369999,52.330002,48.031986,12800
2021-07-26,52.299999,52.830002,51.900002,51.900002,47.637302,14800
2021-08-02,52.200001,52.480000,51.759998,52.270000,47.976910,12700
2021-08-09,52.349998,53.080002,52.099998,53.020000,48.665310,7200
2021-08-16,53.000000,53.240002,51.889999,53.240002,48.867245,6300
2021-08-23,53.400002,53.619999,53.189999,53.520000,49.124245,17200
2021-08-30,53.840000,55.279999,53.470001,55.200001,50.666264,17300
2021-09-06,55.099998,55.700001,54.619999,55.349998,50.803944,10200
2021-09-13,56.060001,56.250000,54.560001,54.560001,50.078827,24000
2021-09-20,51.389999,54.549999,50.049999,53.340000,48.959026,15900
2021-09-27,53.330002,54.169998,52.910000,53.599998,49.197674,28200
2021-10-04,53.730000,56.619999,53.730000,54.209999,49.757568,19500
2021-10-11,54.380001,56.250000,53.860001,55.680000,51.106838,25700
2021-10-18,55.759998,57.470001,55.560001,56.840000,52.171562,76100
2021-10-25,57.160000,57.400002,54.590000,55.470001,50.914089,33500
2021-11-01,55.930000,57.139999,55.509998,56.689999,52.033882,23400
2021-11-08,57.150002,57.150002,56.240002,56.290001,51.666733,40000
2021-11-15,56.939999,56.939999,55.160000,55.189999,50.657078,28900
2021-11-22,55.400002,55.759998,54.480000,54.590000,50.106358,16700
2021-11-29,55.349998,55.910000,53.430000,53.860001,49.436321,28700
2021-12-06,54.279999,55.709999,54.099998,55.049999,50.528584,13800
2021-12-13,55.009998,55.830002,54.340000,54.580002,50.097187,20100
2021-12-20,53.060001,54.270000,52.400002,54.270000,49.812645,23800
2021-12-27,54.599998,55.000000,54.270000,54.779999,51.306320,16200
2022-01-03,55.259998,56.220001,54.270000,55.099998,51.606026,34600
2022-01-10,55.200001,55.400002,53.970001,54.490002,51.034710,27000
2022-01-17,54.400002,54.560001,53.150002,53.150002,49.779682,27600
2022-01-24,52.580002,53.310001,51.590000,52.540001,49.208363,12600
2022-01-31,52.500000,54.689999,52.480000,53.560001,50.163685,33100
2022-02-07,53.750000,55.200001,53.299999,53.380001,49.995098,95800
2022-02-14,53.529999,53.799999,52.439999,52.560001,49.227093,12400
2022-02-21,52.220001,53.630001,50.840000,53.630001,50.229244,20900
2022-02-28,53.750000,54.990002,52.860001,53.759998,50.350998,56900
2022-03-07,54.669998,55.529999,53.660000,54.680000,51.212662,48400
2022-03-14,54.700001,56.209999,53.900002,55.810001,52.271008,57500
2022-03-21,55.470001,56.410000,55.189999,56.119999,52.561344,45000
2022-03-28,56.200001,57.580002,55.689999,57.560001,53.910038,35800
2022-04-04,57.750000,59.139999,56.810001,58.980000,55.239990,44400
2022-04-11,59.130001,59.959999,58.090000,59.160000,55.408577,23800
2022-04-18,59.090000,59.970001,57.230000,57.230000,53.600960,32100
2022-04-25,57.110001,57.110001,55.169998,55.209999,51.709053,71500
2022-05-02,55.320000,56.490002,53.939999,55.029999,51.540466,58200
2022-05-09,54.470001,54.509998,52.389999,54.270000,50.828659,19700
2022-05-16,54.220001,55.669998,54.220001,55.509998,51.990028,22900
2022-05-23,55.540001,57.509998,55.000000,57.509998,53.863205,23100
2022-05-30,57.259998,57.259998,56.000000,56.779999,53.179497,12300
2022-06-06,57.130001,57.970001,54.750000,54.939999,51.456173,18600
2022-06-13,54.209999,54.209999,50.349998,50.720001,47.503769,36500
2022-06-20,51.180000,52.980000,50.799999,52.840000,49.489338,18600
2022-06-27,52.869999,53.770000,51.630001,53.389999,50.004463,22900
2022-07-04,53.720001,53.720001,51.410000,53.029999,49.667290,16800
2022-07-11,52.290001,53.110001,51.759998,52.490002,49.161533,25300
2022-07-18,53.009998,53.639999,52.250000,52.480000,49.152164,40100
2022-07-25,52.430000,55.689999,52.180000,55.590000,52.064957,19900
2022-08-01,55.130001,55.590000,54.730000,55.360001,51.849541,23400
2022-08-08,56.060001,57.139999,55.580002,57.049999,53.432377,67600
2022-08-15,56.740002,57.490002,55.799999,55.939999,52.392761,22800
2022-08-22,55.869999,57.160000,54.959999,56.009998,52.458321,36900
2022-08-29,55.849998,57.540001,55.279999,55.279999,51.774612,31800
2022-09-05,56.299999,57.490002,55.040001,57.410000,53.769547,44900
2022-09-12,57.810001,57.950001,55.419998,55.689999,52.158615,31100
2022-09-19,55.470001,56.520000,52.660000,52.950001,49.592365,75800
2022-09-26,53.000000,53.709999,51.549999,51.650002,48.374802,43200
2022-10-03,52.720001,54.820000,52.310001,52.310001,48.992947,25700
2022-10-10,52.410000,52.410000,48.230000,49.849998,46.688938,33200
2022-10-17,50.770000,52.730000,50.770000,52.660000,49.320751,63400
2022-10-24,52.480000,54.400002,52.090000,54.400002,50.950417,15400
2022-10-31,54.049999,54.549999,53.029999,54.049999,50.622608,29900
2022-11-07,54.520000,56.240002,53.369999,56.150002,52.589447,19000
2022-11-14,55.880001,56.099998,53.980000,55.220001,51.718422,16800
2022-11-21,54.730000,56.400002,54.610001,56.320000,52.748669,12000
2022-11-28,56.240002,57.400002,55.299999,56.750000,53.151402,14200
2022-12-05,56.770000,56.770000,54.779999,55.049999,51.559200,12300
2022-12-12,55.279999,56.860001,54.259998,54.610001,51.147102,36100
2022-12-19,54.009998,54.540001,52.970001,54.540001,51.081539,19600
2022-12-26,54.750000,56.490002,54.369999,54.889999,52.474987,24700
2023-01-02,55.250000,55.750000,54.230000,55.720001,53.268471,10800
2023-01-09,56.299999,56.930000,55.869999,56.820000,54.320072,11300
2023-01-16,56.869999,56.869999,55.400002,56.759998,54.262711,16900
2023-01-23,56.900002,58.490002,56.900002,58.139999,55.581997,19200
2023-01-30,58.139999,59.049999,56.830002,57.099998,54.587753,37500
2023-02-06,57.119999,58.200001,55.410000,57.520000,54.989277,17800
2023-02-13,57.810001,58.230000,56.919998,57.380001,54.855438,26700
2023-02-20,56.779999,56.779999,55.110001,55.599998,53.153748,27700
2023-02-27,55.889999,56.639999,55.099998,56.639999,54.147991,34100
2023-03-06,56.580002,56.580002,53.340000,53.650002,51.289547,27300
2023-03-13,53.209999,54.990002,52.560001,53.540001,51.184387,32600
2023-03-20,53.660000,54.560001,51.730000,52.290001,49.989384,24700
2023-03-27,52.849998,55.590000,52.570000,55.560001,53.115513,20100
2023-04-03,56.080002,56.080002,54.009998,54.730000,52.322029,14600
2023-04-10,54.730000,56.900002,54.480000,56.150002,53.679554,24700
2023-04-17,56.169998,56.200001,54.930000,55.230000,52.800030,9100
2023-04-24,55.150002,56.610001,54.790001,56.610001,54.119312,32800
2023-05-01,56.590000,57.310001,55.009998,57.000000,54.492153,32100
2023-05-08,57.500000,58.549999,57.009998,57.580002,55.046638,23100
2023-05-15,58.000000,58.000000,55.560001,55.820000,53.364071,13000
2023-05-22,55.860001,57.200001,54.270000,54.740002,52.331589,18200
2023-05-29,54.230000,57.730000,53.060001,57.730000,55.190037,15800
2023-06-05,57.830002,59.240002,57.270000,58.980000,56.385040,16700
2023-06-12,59.259998,61.169998,59.259998,60.590000,57.924206,24800
2023-06-19,60.810001,60.810001,58.049999,58.090000,55.534199,12600
2023-06-26,58.570000,59.919998,57.000000,59.410000,56.796120,74300
2023-07-03,59.439999,59.889999,57.570000,58.689999,56.107800,33500
2023-07-10,58.639999,61.630001,58.570000,60.259998,57.608723,42100
2023-07-17,60.200001,61.139999,60.189999,60.310001,57.656525,109700
2023-07-24,60.150002,61.549999,59.169998,59.950001,57.312363,222400
2023-07-31,60.720001,61.500000,59.160000,60.799999,58.124966,206700
2023-08-07,61.480000,63.090000,60.650002,62.459999,59.711929,97500
2023-08-14,62.470001,62.470001,60.450001,61.680000,58.966248,145300
2023-08-21,61.950001,64.050003,61.950001,63.820000,61.012093,182000
2023-08-28,64.199997,65.320000,63.900002,65.220001,62.350498,128100
2023-09-04,65.730003,66.239998,65.050003,66.000000,63.096180,152700
2023-09-11,66.480003,71.440002,66.110001,70.720001,67.608513,161600
2023-09-18,71.040001,71.470001,68.900002,71.370003,68.229919,173500
2023-09-25,71.190002,73.370003,69.849998,70.849998,67.732788,330800
2023-10-02,70.339996,70.339996,65.589996,68.989998,65.954628,601400
2023-10-09,68.860001,70.040001,67.150002,68.550003,65.533989,298800
2023-10-16,68.459999,69.440002,67.500000,67.970001,64.979507,185300
2023-10-23,67.470001,70.199997,66.500000,67.279999,64.319862,232500
2023-10-30,67.709999,72.459999,67.459999,71.360001,68.220352,227000
2023-11-06,71.290001,71.290001,68.989998,70.660004,67.551155,263000
2023-11-13,70.529999,74.370003,70.529999,74.220001,70.954521,259100
2023-11-20,74.519997,75.690002,73.620003,75.209999,71.900963,116700
2023-11-27,75.160004,75.529999,72.599998,74.260002,70.992760,255600
2023-12-04,74.550003,74.959999,72.129997,73.629997,70.390480,178200
2023-12-11,73.550003,75.699997,72.290001,74.050003,70.792007,166400
2023-12-18,71.779999,72.820000,69.500000,71.800003,68.640999,197100
2023-12-25,72.269997,72.779999,71.199997,71.720001,71.720001,90500
2024-01-01,71.739998,71.940002,70.529999,71.419998,71.419998,233900
2024-01-08,71.589996,78.879997,71.169998,78.110001,78.110001,269100
2024-01-15,78.169998,78.779999,74.779999,75.910004,75.910004,140700
2024-01-22,75.110001,76.720001,74.000000,74.940002,74.940002,175900
2024-01-29,74.320000,78.930000,73.599998,77.830002,77.830002,186100
2024-02-05,77.730003,77.809998,74.000000,74.750000,74.750000,299000
2024-02-12,74.629997,75.139999,72.540001,73.050003,73.050003,374200
2024-02-19,73.199997,73.550003,70.430000,70.430000,70.430000,514200
2024-02-26,70.230003,75.010002,70.150002,74.760002,74.760002,321200
2024-03-04,75.389999,77.489998,73.949997,74.389999,74.389999,219100
2024-03-11,74.389999,75.099998,71.529999,73.470001,73.470001,130300
2024-03-18,73.910004,75.900002,72.709999,75.349998,75.349998,76500
2024-03-25,75.550003,76.379997,74.699997,75.959999,75.959999,44300
2024-04-01,76.570000,81.220001,76.480003,79.550003,79.550003,162500
2024-04-05,78.769997,79.879997,78.550003,79.550003,79.550003,20053
